name,From,To,Pos,Ht,Wt,Birth Date,College,player_headshot,player_id
Wayne Embry,1959,1969,C-F,6-8,240,1937-03-26,Miami University,,1126
Andre Emmett,2005,2012,F,6-5,230,1982-08-27,Texas Tech University,"static/useful_pics/Andre Emmett.png",1127
Ned Endress,1947,1947,F-G,6-2,200,1918-03-2,University of Akron,,1128
Chris Engler,1983,1988,C,6-11,245,1959-03-1,University of Wyoming,,1129
Wayne Englestad,1989,1989,F,6-8,245,1966-12-6,"University of California, Irvine",,1130
A.J. English,1991,1992,G,6-3,175,1967-07-11,Virginia Union University,,1131
Alex English,1977,1991,F,6-7,190,1954-01-5,University of South Carolina,,1132
Claude English,1971,1971,F,6-4,185,1946-12-26,University of Rhode Island,,1133
Jo Jo English,1993,1995,G,6-4,195,1970-02-4,University of South Carolina,,1134
Kim English,2013,2013,G,6-6,200,1988-09-24,University of Missouri,"static/useful_pics/Kim English.png",1135
Scott English,1973,1975,F,6-6,205,1950-10-20,University of Texas at El Paso,,1136
Gene Englund,1950,1950,F-C,6-5,205,1917-10-21,University of Wisconsin,,1137
James Ennis,2015,2017,F,6-7,210,1990-07-1,"California State University, Long Beach",,1138
Tyler Ennis,2015,2017,G,6-3,194,1994-08-24,Syracuse University,,1139
Ray Epps,1979,1979,F,6-6,195,1956-08-20,Norfolk State University,,1140
Semih Erden,2011,2012,C,7-0,240,1986-07-28,,"static/useful_pics/Semih Erden.png",1141
Bo Erias,1958,1958,F,6-3,220,1932-07-30,Niagara University,,1142
Keith Erickson,1966,1977,F-G,6-5,195,1944-04-19,"University of California, Los Angeles",,1143
Julius Erving,1972,1987,F-G,6-7,210,1950-02-22,University of Massachusetts Amherst,,1144
Evan Eschmeyer,2000,2003,C,6-11,255,1975-05-30,Northwestern University,,1145
Jack Eskridge,1949,1949,C-F,6-5,200,1924-01-21,University of Kansas,,1146
Vincenzo Esposito,1996,1996,G,6-3,198,1969-01-3,,,1147
Billy Evans,1970,1970,G,6-0,170,1947-03-3,Boston College,,1148
Bob Evans,1950,1950,G,6-2,175,1925-05-31,Butler University,,1149
Brian Evans,1997,1999,F,6-8,220,1973-09-13,Indiana University,,1150
Earl Evans,1980,1980,F,6-8,202,1955-11-11,"University of Nevada, Las Vegas",,1151
Jeremy Evans,2011,2016,F,6-9,200,1987-10-24,Western Kentucky University,"static/useful_pics/Jeremy Evans.png",1152
Maurice Evans,2002,2012,G,6-5,220,1978-11-8,University of Texas at Austin,"static/useful_pics/Maurice Evans.png",1153
Mike Evans,1980,1988,G,6-1,170,1955-04-19,Kansas State University,,1154
Reggie Evans,2003,2015,F,6-8,245,1980-05-18,University of Iowa,"static/useful_pics/Reggie Evans.png",1155
Tyreke Evans,2010,2017,G-F,6-6,220,1989-09-19,University of Memphis,"static/useful_pics/Tyreke Evans.png",1156
Daniel Ewing,2006,2007,G,6-3,185,1983-03-26,Duke University,,1157
Patrick Ewing,1986,2002,C-F,7-0,240,1962-08-5,Georgetown University,"static/useful_pics/Patrick Ewing.png",1158
Patrick Ewing,2011,2011,F,6-8,235,1984-05-20,Georgetown University,"static/useful_pics/Patrick Ewing.png",1159
Dante Exum,2015,2017,G,6-6,190,1995-07-13,,,1160
Christian Eyenga,2011,2012,F,6-5,210,1989-06-22,,"static/useful_pics/Christian Eyenga.png",1161
Festus Ezeli,2013,2016,C,6-11,255,1989-10-21,Vanderbilt University,"static/useful_pics/Festus Ezeli.png",1162
Johnny Ezersky,1948,1950,F-G,6-3,175,1922-03-21,University of Rhode Island,,1163
Joe Fabel,1947,1947,F-G,6-1,190,1913-09-4,University of Pittsburgh,,1164
John Fairchild,1966,1970,F,6-8,205,1943-04-28,Brigham Young University,,1165
Phil Farbman,1949,1949,F,6-1,185,1924-04-3,City College of New York,,1166
Kenneth Faried,2012,2017,F,6-8,228,1989-11-19,Morehead State University,"static/useful_pics/Kenneth Faried.png",1167
Dick Farley,1955,1959,G-F,6-4,190,1932-04-13,Indiana University,,1168
Jordan Farmar,2007,2017,G,6-2,180,1986-11-30,"University of California, Los Angeles","static/useful_pics/Jordan Farmar.png",1169
Desmon Farmer,2007,2009,G,6-5,220,1981-10-7,University of Southern California,"static/useful_pics/Desmon Farmer.png",1170
Jim Farmer,1988,1994,G,6-4,190,1964-09-23,University of Alabama,,1171
Mike Farmer,1959,1966,F,6-7,210,1936-09-26,University of San Francisco,,1172
Tony Farmer,1998,2000,F,6-9,244,1970-01-3,University of Nebraska,,1173
Bob Faught,1947,1947,F,6-5,185,1921-09-2,University of Notre Dame,,1174
Vitor Faverani,2014,2014,C,6-11,260,1988-05-5,,,1175
Derrick Favors,2011,2017,F-C,6-10,265,1991-07-15,Georgia Institute of Technology,"static/useful_pics/Derrick Favors.png",1176
Nick Fazekas,2008,2008,F,6-11,235,1985-06-17,"University of Nevada, Reno","static/useful_pics/Nick Fazekas.png",1177
Dave Fedor,1963,1963,F,6-6,190,1940-12-10,Florida State University,,1178
Bob Feerick,1947,1950,F-G,6-3,190,1920-01-2,Santa Clara University,,1179
Butch Feher,1977,1977,G,6-4,185,1954-05-19,Vanderbilt University,,1180
Jamie Feick,1997,2001,C,6-9,255,1974-07-3,Michigan State University,,1181
Ron Feiereisel,1956,1956,G,6-3,185,1931-08-6,DePaul University,,1182
George Feigenbaum,1950,1953,G,6-1,185,1929-07-2,University of Kentucky,,1183
Dave Feitl,1987,1992,C,6-11,235,1962-06-8,University of Texas at El Paso,,1184
Kay Felder,2017,2017,G,5-9,176,1995-03-29,Oakland University,,1185
Cristiano Felicio,2016,2017,F-C,6-10,275,1992-07-7,,,1186
Carrick Felix,2014,2014,G,6-6,201,1990-08-17,Arizona State University,,1187
Noel Felix,2006,2006,F,6-9,225,1981-10-4,"California State University, Fresno",,1188
Ray Felix,1954,1962,C,6-11,220,1930-12-10,Long Island University,,1189
Raymond Felton,2006,2017,G,6-1,205,1984-06-26,University of North Carolina,"static/useful_pics/Raymond Felton.png",1190
Jake Fendley,1952,1953,G,6-0,180,1929-06-12,Northwestern University,,1191
Warren Fenley,1947,1947,F,6-3,190,1922-02-8,Manhattan College,,1192
Desmond Ferguson,2004,2004,G-F,6-7,203,1977-07-22,University of Detroit Mercy,,1193
Rudy Fernandez,2009,2012,G,6-6,185,1985-04-4,,"static/useful_pics/Rudy Fernandez.png",1194
Eric Fernsten,1976,1984,C-F,6-10,205,1953-11-1,University of San Francisco,,1195
Al Ferrari,1956,1963,G-F,6-4,190,1933-07-6,Michigan State University,,1196
Rolando Ferreira,1989,1989,C,7-1,240,1964-05-24,University of Houston,,1197
Duane Ferrell,1989,1999,F-G,6-7,209,1965-02-28,Georgia Institute of Technology,,1198
Yogi Ferrell,2017,2017,G,6-0,180,1993-05-9,Indiana University,,1199
Arnie Ferrin,1949,1951,F-G,6-2,180,1925-07-29,University of Utah,,1200
Bob Ferry,1960,1969,C-F,6-8,230,1937-05-31,Saint Louis University,,1201
Danny Ferry,1991,2003,F,6-10,230,1966-10-17,Duke University,,1202
Kyrylo Fesenko,2008,2012,C,7-1,288,1986-12-24,,"static/useful_pics/Kyrylo Fesenko.png",1203
Bobby Fields,1972,1972,G,6-3,175,1949-10-20,La Salle University,,1204
Kenny Fields,1985,1988,F-G,6-5,220,1962-02-9,"University of California, Los Angeles",,1205
Landry Fields,2011,2015,F,6-7,210,1988-06-27,Stanford University,"static/useful_pics/Landry Fields.png",1206
Ron Filipek,1968,1968,F,6-5,205,1944-02-5,Tennessee Technological University,,1207
Greg Fillmore,1971,1972,C,7-1,240,1947-03-7,Cheyney University of Pennsylvania,,1208
Larry Finch,1974,1975,G,6-2,185,1951-02-16,University of Memphis,,1209
Hank Finkel,1967,1975,C,7-0,240,1942-04-20,University of Dayton,,1210
Michael Finley,1996,2010,G-F,6-7,215,1973-03-6,University of Wisconsin,,1211
Danny Finn,1953,1955,G,6-1,185,1928-05-29,St. John's University,,1212
Dorian Finney-Smith,2017,2017,F,6-8,220,1993-05-4,University of Florida,,1213
Matt Fish,1995,1997,C,6-11,235,1969-11-18,University of North Carolina at Wilmington,,1214
Derek Fisher,1997,2014,G,6-1,200,1974-08-9,University of Arkansas at Little Rock,"static/useful_pics/Derek Fisher.png",1215
Richard Fisher,1972,1972,F,6-5,215,1948-10-27,Colorado State University,,1216
Gerald Fitch,2006,2006,G,6-3,188,1982-08-12,University of Kentucky,,1217
Bob Fitzgerald,1947,1949,F-C,6-5,190,1923-03-14,Fordham University,,1218
Dick Fitzgerald,1947,1948,F,6-2,175,1920-11-18,Seton Hall University,,1219
Marcus Fizer,2001,2006,F,6-9,262,1978-08-10,Iowa State University,,1220
Jerry Fleishman,1947,1953,G-F,6-2,190,1922-02-14,New York University,,1221
Al Fleming,1978,1978,F,6-7,215,1954-04-5,University of Arizona,,1222
Ed Fleming,1956,1960,G-F,6-3,189,1933-07-25,Niagara University,,1223
Vern Fleming,1985,1996,G,6-5,185,1962-02-4,University of Georgia,,1224
Luis Flores,2005,2005,G,6-2,200,1981-04-11,Manhattan College,,1225
Bruce Flowers,1983,1983,F,6-8,225,1957-06-13,University of Notre Dame,,1226
Sleepy Floyd,1983,1995,G,6-3,170,1960-03-6,Georgetown University,,1227
Jonny Flynn,2010,2012,G,6-0,185,1989-02-6,Syracuse University,"static/useful_pics/Jonny Flynn.png",1228
Mike Flynn,1976,1978,G,6-2,180,1953-07-31,University of Kentucky,,1229
Larry Fogle,1976,1976,G,6-5,205,1953-03-19,Canisius College,,1230
Jack Foley,1963,1963,F,6-3,170,1939-04-19,College of the Holy Cross,,1231
Isaac Fontaine,2002,2002,G,6-4,210,1975-04-16,Washington State University,,1232
Levi Fontaine,1971,1971,G,6-4,190,1948-11-1,University of Maryland Eastern Shore,,1233
Jeff Foote,2012,2012,C,7-0,265,1987-07-14,Cornell University,"static/useful_pics/Jeff Foote.png",1234
Bryn Forbes,2017,2017,G,6-3,190,1993-07-23,Michigan State University,,1235
Gary Forbes,2011,2012,F,6-7,220,1985-02-25,University of Massachusetts Amherst,"static/useful_pics/Gary Forbes.png",1236
Alphonso Ford,1994,1995,G,6-1,190,1971-10-31,Mississippi Valley State University,,1237
Alton Ford,2002,2004,F,6-9,275,1981-05-29,University of Houston,,1238
Bob Ford,1973,1973,F,6-7,228,1950-01-26,Purdue University,,1239
Chris Ford,1973,1982,G-F,6-5,190,1949-01-11,Villanova University,,1240
Don Ford,1976,1982,F,6-9,215,1952-12-31,"University of California, Santa Barbara",,1241
Jake Ford,1971,1972,G,6-3,180,1946-04-29,University of Maryland Eastern Shore,,1242
Phil Ford,1979,1985,G,6-2,175,1956-02-9,University of North Carolina,,1243
Sharrod Ford,2006,2006,F,6-9,225,1982-01-9,Clemson University,,1244
Sherell Ford,1996,1996,F,6-7,210,1972-08-26,University of Illinois at Chicago,,1245
T.J. Ford,2004,2012,G,6-0,165,1983-03-24,University of Texas at Austin,"static/useful_pics/T.J. Ford.png",1246
Donnie Forman,1949,1949,G,5-10,175,1926-01-17,New York University,,1247
Bayard Forrest,1978,1979,C,6-10,235,1954-07-8,Grand Canyon University,,1248
Joseph Forte,2002,2003,G,6-4,194,1981-03-23,University of North Carolina,,1249
Courtney Fortson,2012,2012,G,5-11,185,1988-05-23,University of Arkansas,"static/useful_pics/Courtney Fortson.png",1250
Danny Fortson,1998,2007,F,6-7,260,1976-03-27,University of Cincinnati,,1251
Fred Foster,1969,1977,F,6-5,210,1946-03-18,Miami University,,1252
Greg Foster,1991,2003,F-C,6-11,240,1968-10-3,University of Texas at El Paso,,1253
Jeff Foster,2000,2012,F-C,6-11,236,1977-01-16,Texas State University,"static/useful_pics/Jeff Foster.png",1254
Jimmy Foster,1975,1976,G,6-1,175,1951-12-16,University of Connecticut,,1255
Rod Foster,1984,1986,G,6-1,160,1960-10-10,"University of California, Los Angeles",,1256
Antonis Fotsis,2002,2002,F,6-10,219,1981-04-1,,,1257
Evan Fournier,2013,2017,G-F,6-7,205,1992-10-29,,"static/useful_pics/Evan Fournier.png",1258
Larry Foust,1951,1962,C-F,6-9,215,1928-06-24,La Salle University,,1259
Calvin Fowler,1970,1970,G,6-0,175,1940-02-11,Saint Francis University,,1260
Jerry Fowler,1952,1952,C,6-8,230,1927-06-20,University of Missouri,,1261
Tremaine Fowlkes,2002,2005,F,6-8,220,1976-04-11,"California State University, Fresno",,1262
Harold Fox,1973,1973,G,6-2,175,1949-08-29,Jacksonville University,,1263
Jim Fox,1968,1977,C-F,6-10,230,1943-04-7,University of South Carolina,,1264
Rick Fox,1992,2004,F-G,6-7,230,1969-07-24,University of North Carolina,,1265
Randy Foye,2007,2017,G,6-4,213,1983-09-24,Villanova University,"static/useful_pics/Randy Foye.png",1266
Adonal Foyle,1998,2009,C,6-10,250,1975-03-9,Colgate University,,1267
Richie Frahm,2004,2008,G,6-5,210,1977-08-14,Gonzaga University,,1268
Steve Francis,2000,2008,G,6-3,195,1977-02-21,University of Maryland,"static/useful_pics/Steve Francis.png",1269
Tellis Frank,1988,1994,F-C,6-10,225,1965-04-26,Western Kentucky University,,1270
Nat Frankel,1947,1947,F-G,6-0,195,1913-11-3,Brooklyn College,,1271
Jamaal Franklin,2014,2015,G,6-5,191,1991-07-21,San Diego State University,,1272
William Franklin,1973,1976,F,6-7,220,1949-10-19,Purdue University,,1273
Ronald Franz,1968,1973,F,6-7,205,1945-10-20,University of Kansas,,1274
Tim Frazier,2015,2017,G,6-1,170,1990-11-1,Pennsylvania State University,,1275
Walt Frazier,1968,1980,G,6-4,200,1945-03-29,Southern Illinois University,,1276
Will Frazier,1966,1969,C-F,6-7,210,1942-08-24,Grambling State University,,1277
Anthony Frederick,1989,1992,F,6-7,205,1964-12-7,Pepperdine University,,1278
Jimmer Fredette,2012,2016,G,6-2,195,1989-02-25,Brigham Young University,"static/useful_pics/Jimmer Fredette.png",1279
World B. Free,1976,1988,G,6-2,185,1953-12-9,Guilford College,,1280
Joel Freeland,2013,2015,F-C,6-10,250,1987-02-7,,"static/useful_pics/Joel Freeland.png",1281
Donnie Freeman,1968,1976,G,6-3,185,1944-07-18,University of Illinois at Urbana-Champaign,,1282
Gary Freeman,1971,1971,F,6-9,210,1948-07-25,Oregon State University,,1283
Rod Freeman,1974,1974,F,6-7,225,1950-11-5,Vanderbilt University,,1284
Matt Freije,2005,2007,F,6-10,240,1981-10-2,Vanderbilt University,,1285
Frido Frey,1947,1947,F,6-2,195,1921-10-26,Long Island University,,1286
Larry Friend,1958,1958,G-F,6-4,185,1935-04-14,University of California,,1287
Pat Frink,1969,1969,G,6-4,195,1945-02-18,University of Colorado,,1288
Jim Fritsche,1954,1955,F-C,6-8,210,1931-12-10,Hamline University,,1289
Channing Frye,2006,2017,C-F,6-11,255,1983-05-17,University of Arizona,"static/useful_pics/Channing Frye.png",1290
Bernie Fryer,1974,1975,G,6-3,185,1949-12-25,Brigham Young University,,1291
Frank Fucarino,1947,1947,F,6-2,175,1920-07-24,Long Island University,,1292
Herm Fuetsch,1948,1948,G,6-0,170,1918-07-6,,,1293
Joe Fulks,1947,1954,F-C,6-5,190,1921-10-26,Murray State University,,1294
Carl Fuller,1971,1972,C,6-9,225,1946-01-10,Bethune-Cookman College,,1295
Hiram Fuller,2004,2004,F,6-9,240,1981-05-15,"California State University, Fresno",,1296
Todd Fuller,1997,2001,C,6-11,255,1974-07-25,North Carolina State University,,1297
Tony Fuller,1981,1981,G,6-4,180,1958-09-4,Pepperdine University,,1298
Lawrence Funderburke,1998,2005,F,6-9,230,1970-12-15,Ohio State University,,1299
Terry Furlow,1977,1980,G-F,6-4,190,1954-10-18,Michigan State University,,1300
Bill Gabor,1950,1955,G-F,5-11,170,1922-05-13,Syracuse University,,1301
Dan Gadzuric,2003,2012,C,6-11,240,1978-02-2,"University of California, Los Angeles","static/useful_pics/Dan Gadzuric.png",1302
Deng Gai,2006,2006,F,6-9,250,1982-03-22,Fairfield University,,1303
Elmer Gainer,1948,1950,F-C,6-6,195,1918-11-22,DePaul University,,1304
Bill Gaines,1969,1969,G,6-4,185,1946-03-10,East Texas State University,,1305
Corey Gaines,1989,1995,G,6-3,195,1965-06-1,Loyola Marymount University,,1306
David Gaines,1968,1968,G,6-1,170,1942-02-27,LeMoyne-Owen College,,1307
Reece Gaines,2004,2006,G,6-6,205,1981-01-7,University of Louisville,,1308
Sundiata Gaines,2010,2012,G,6-1,185,1986-04-18,University of Georgia,"static/useful_pics/Sundiata Gaines.png",1309
Mike Gale,1972,1982,G,6-4,185,1950-07-18,Elizabeth City State University,,1310
Chad Gallagher,1994,1994,C,6-10,255,1969-05-30,Creighton University,,1311
Harry Gallatin,1949,1958,F-C,6-6,210,1927-04-26,Truman State University,,1312
Danilo Gallinari,2009,2017,F,6-10,225,1988-08-8,,"static/useful_pics/Danilo Gallinari.png",1313
Langston Galloway,2015,2017,G,6-2,200,1991-12-9,Saint Joseph's University,,1314
Dave Gambee,1959,1970,F,6-6,215,1937-04-16,Oregon State University,,1315
Kevin Gamble,1988,1997,F-G,6-5,210,1965-11-13,University of Iowa,,1316
Bob Gantt,1947,1947,F-C,6-4,205,1922-06-22,Duke University,,1317
Jorge Garbajosa,2007,2008,F,6-9,245,1977-12-19,,,1318
Ruben Garces,2001,2001,F,6-9,245,1973-10-17,Providence College,,1319
Alex Garcia,2004,2005,G,6-3,220,1980-03-4,,,1320
Francisco Garcia,2006,2015,F-G,6-7,195,1981-12-31,University of Louisville,"static/useful_pics/Francisco Garcia.png",1321
Chuck Gardner,1968,1968,F,6-8,205,1944-09-30,University of Colorado,,1322
Earl Gardner,1949,1949,F,6-3,195,1923-09-18,DePauw University,,1323
Kenneth Gardner,1976,1976,F,6-5,205,1949-09-27,University of Utah,,1324
Thomas Gardner,2008,2009,G,6-5,225,1985-02-8,University of Missouri,"static/useful_pics/Thomas Gardner.png",1325
Vern Gardner,1950,1952,F-C,6-5,200,1925-05-14,University of Utah,,1326
Jack Garfinkel,1947,1949,G,6-0,190,1918-06-13,St. John's University,,1327
Gary Garland,1980,1980,G,6-4,180,1957-10-12,DePaul University,,1328
Winston Garland,1988,1995,G,6-2,170,1964-12-19,Missouri State University,,1329
Dick Garmaker,1956,1961,G-F,6-3,200,1932-10-29,University of Minnesota,,1330
Bill Garner,1968,1968,C,6-10,220,1940-06-17,University of Portland,,1331
Chris Garner,1998,2001,G,5-10,156,1975-02-2,University of Memphis,,1332
Bill Garnett,1983,1986,F,6-9,225,1960-04-22,University of Wyoming,,1333
Kevin Garnett,1996,2016,F-C,6-11,240,1976-05-19,,"static/useful_pics/Kevin Garnett.png",1334
Marlon Garnett,1999,1999,G,6-2,186,1975-07-3,Santa Clara University,,1335
Calvin Garrett,1981,1984,F,6-7,190,1956-07-11,Oral Roberts University,,1336
Dean Garrett,1997,2002,C,6-10,225,1966-11-27,Indiana University,,1337
Diante Garrett,2013,2014,G,6-4,190,1988-11-3,Iowa State University,"static/useful_pics/Diante Garrett.png",1338
Dick Garrett,1970,1974,G,6-3,185,1947-01-31,Southern Illinois University,,1339
Rowland Garrett,1973,1977,F,6-6,210,1950-07-16,Florida State University,,1340
Tom Garrick,1989,1992,G,6-2,185,1966-07-7,University of Rhode Island,,1341
John Garris,1984,1984,F,6-8,205,1959-06-6,Boston College,,1342
Kiwane Garris,1998,2000,G,6-2,183,1974-09-24,University of Illinois at Urbana-Champaign,,1343
Pat Garrity,1999,2008,F,6-9,238,1976-08-23,University of Notre Dame,"static/useful_pics/Pat Garrity.png",1344
Jim Garvin,1974,1974,F,6-7,200,1950-02-5,Boston University,,1345
Marc Gasol,2009,2017,C,7-1,255,1985-01-29,,"static/useful_pics/Marc Gasol.png",1346
Pau Gasol,2002,2017,F-C,7-0,250,1980-07-6,,"static/useful_pics/Pau Gasol.png",1347
Frank Gates,1950,1950,G,6-0,160,1920-04-12,Sam Houston State University,,1348
Chris Gatling,1992,2002,F-C,6-10,220,1967-09-3,Old Dominion University,,1349
Kenny Gattison,1987,1996,F-C,6-8,225,1964-05-23,Old Dominion University,,1350
Rudy Gay,2007,2017,F,6-8,230,1986-08-17,University of Connecticut,"static/useful_pics/Rudy Gay.png",1351
Ed Gayda,1951,1951,G-F,6-4,210,1927-05-11,Washington State University,,1352
Andrew Gaze,1994,1999,G,6-7,205,1965-07-24,Seton Hall University,,1353
Michael Gbinije,2017,2017,G,6-7,200,1992-06-5,Syracuse University,,1354
Reggie Geary,1997,1998,G,6-2,187,1973-08-31,University of Arizona,,1355
Alonzo Gee,2010,2017,G,6-6,225,1987-05-29,University of Alabama,"static/useful_pics/Alonzo Gee.png",1356
Matt Geiger,1993,2002,C,7-0,243,1969-09-10,Georgia Institute of Technology,,1357
Mickael Gelabale,2007,2013,F,6-7,215,1983-05-22,,,1358
Devean George,2000,2010,G-F,6-8,220,1977-08-29,Augsburg College,,1359
Jack George,1954,1961,G,6-2,190,1928-11-13,La Salle University,,1360
Paul George,2011,2017,F,6-9,220,1990-05-2,"California State University, Fresno","static/useful_pics/Paul George.png",1361
